Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM d18:1/C12:0 Results,SM d18:2/C14:0 Results,SM C32:2 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C34:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,SM C36:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.83325567,2798,848,1697.145389,204,1718.451994,0,362.2249804,6,410.1170445,0,1360.668715,0,0,439,71,7212,0,0,5932,0,0,0.412054777,0,188.2306889,12,0,294.0699605,0,915.5880731,250524.4152,0,0,11118.51382,0,141.8791664,158,0,368.4477505,95.23183737,255.7602985,0,549,0,394,0,0,0,255,0,1333.698117,8064.211667,104.3319412,0,0,0,159893.7074,20,2959,0,0,3244,0,477.8515909,2630.251937,26356.67056,0,143,621.7039481,8799,0,0,0,0,0,0,0,0,0,36536.8761,465.7746871,0,11080.80551,0,11535,0,0,0,235.6812662,558.5671676,0,557.0792252,0.455707678,0,2796.396121,36845.17973,2048,488.9222629,0,340,0,428.4747133,0,0,0,517,1667.720638,0,0,0,0,0,1,0,60.76009676,0,367.365379,57615,619.4285757,0,81512,0,0,0,5,0,667.9972249,289.0601016,14865.09756,0,3.285974333,0,1221,0,0,0,0,260.4593057,1160.134602,0,0,0,0,20.51707779,102.1012416,0,105.1284044,16702.46941,176.3203832,13.96037299,59,0,117,24.63903649,0,824.9382099,177.2334494,0,152.9155295,1280.289705,0,161.3007651,0,183.7725861,28813.81871,132.3738609,1.459657796,0,0,30,0,4233.108023,0,29,243.6380837,8268.436005,0,312.5959186,0,44,0,63,0,4319.20442,733,372.5854205,0,420.6469848,0,181,53.50935587,47,0,0,94.86896327,58,0,0,261.9442171,0,1.033612921,10,0,88,194.0994372,3545.590797,0,209.3718799,0,290.5439121
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.966574,961.7465205,2721,2542,1265.012543,404,4064.452457,0,0,3,431.7207564,244.093198,1175.148532,0,0,445,38,7715,0,79.19589689,5854,0,39.85189226,0,0,0,23,0,739.6490024,0,539.372354,186511.3697,0,0,6243.593697,0,54.86536515,22,0,386.4169902,0,616.5236888,0,532,0,695,0,0,0,232,0,1466.493738,10840.48994,108.3023372,0,46.23910031,50.15704087,106501.7743,5,2517,0,215.5273014,2499,0,369.1224003,2610.000624,25715.87797,0,551,242.9742054,5232,0,127.2594777,0,0.84727828,0,0,1,0,0,28044.53166,461.9993299,0,9756.243295,0,8939,0,0,1.670976377,0,541.2248552,0,0,0,0,1417.137996,24890.37291,1878,229.6456799,0,247,0,141.4174247,1.136892368,0,0,807,624.9183328,0,309.3719044,0,0,0,1,0,0,0,0,45028,0,0,13777,0,0,0,4,0,0,23.96186153,13870.0694,0,0,0,2447,0,0.319706558,0,0,69.52705835,720.5182097,0,0,0,150.5402306,0,332.1223221,0,125.0964122,15899.96725,0,0.586591726,146,2.392859323,282,0,127.3326903,684.8839166,123.753749,0,0,1456.843214,0,0,0,8.946765972,22887.2055,80.7574236,0,1.053989109,0,16,178.7003341,1931.295293,0,1,686.4393189,5807.710487,0,667.4108174,0,275,0,1,0,2197.125108,2218,272.9051802,0,406.4761928,0,23,0,23,0,0,0,627,0,0,207.3462527,25.51668577,0,19,0,9,51.27959493,2133.076156,0,0,53.54623609,177.6695975
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.4648164,0,2526,3528,1385.943362,224,3466.858676,0,76.05255509,7,321.0491676,0,905.2096669,0,0,373,13,6644,0,0,4519,126.3244267,134.2502068,0,0,0,0,0,668.5137202,0,624.1057615,211792.7019,0,0,5985.187872,0,67.00156716,90,0,277.8345911,0,509.2261848,181.9531556,521,0,569,0,0,0,23,0,889.2246527,10034.98597,0,2.09755698,0,0,85391.38394,5,1995,0,0,3529,0,337.4108678,2352.286721,24220.26876,148.9529053,481,0,4572,0.604795431,0,1.541192484,0,0,0,2,0,0,31766.49893,586.7875027,0,7606.497749,0,8914,0,0,0,0,694.1730578,0,0,0,0,1249.40184,20292.3902,1142,0,0,48,1.252057366,0,0,0,277.65779,174,266.2687952,0,0,2.39635137,0,0,2,0,0,0,0,36425,0,0,58336,117.3030648,0,0,4,0,0,367.2167748,11237.89217,0,0,0.924418424,958,1.789897358,2.988755861,0,0,0,287.7787354,0,177.7596683,0,0,0,11.84425838,0,0,15117.51066,88.49995773,2.095257323,40,0,513,3.562614564,0,57.89840551,53.0963792,0,0,357.0513925,0,33.02401497,0,172.2452298,18496.55582,40.33641615,0.709667968,1.467209463,0.642917953,0,0,1992.715873,0,1,205.0690972,4569.723813,0,649.4626233,247.7180136,56,0,41,0,2719.00695,574,229.0366092,0,402.1303297,0,136,0,77,4.336864429,0,0,183,0,0.272654142,499.8437352,0,0,17,0,28,125.915569,2591.954687,0,170.2566532,0,165.2756083
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.3450584,162979,358,49268.73112,80,760139.7146,3836.707321,8883.164156,2901,110747.3612,60586.52155,477011.8859,0,0,290,44,7800,0,0,3223,0,0,0,0,0,9,0,861.6586545,0,302.3841794,254116.2471,0,0,12066.50245,0,33.10723632,10,0,0,0,1121.319049,147.7337357,474,0,129,0,0,2.141587685,69,0,364.9420516,2736.904982,92.08332481,0,45.66002234,0,158607.6212,3,1362,0,213.494243,1631,0,571.0943377,3382.654514,29194.0832,0,81,312.8817489,8922,0,51.8106898,0,0,0,0,0,0,0,35634.49365,0,0,6218.850122,0,10616,0,0,1.805841412,1.171336988,1077.560474,1.830775164,296.9375478,0,124.1612824,2299.341781,29264.50945,1338,0,163.328929,195,0,0,0,0,0,761,2670.947691,56.03253481,0,0,0,7.905242586,2,0,0,0,13.7492217,47783,0,0,75171,0.521565413,0,0,152,0,0,165.8477125,9937.806759,0,0,0,1694,0,0,0,0,0,1460.464084,0,0,0,0,0,738.1878898,0,0,16455.3646,431.7128978,0,116,0,371,0,4.97152316,594.6385295,298.9223117,31.78002213,0,1094.401522,0,190.2685966,108.7266085,325.8472172,45930.05249,365.3603944,0,1.323181871,1.635845089,0,0,2969.3207,3.902284323,10,776.7313928,6124.807901,0,583.3749602,0,183,0,15,0,2650.277967,1591,86.35245454,0,696.8363343,0,106,92.73148742,74,0,94.52954934,0,1396,0,0,593.8449442,0,0,5,0,42,574.4698063,5638.277181,0,257.5269386,0,268.9996236
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.36779729,323.0142028,158099,253,49773.4517,187,775629.1412,3249.580906,7689.641015,3010,116254.7499,48386.06165,483302.4547,0,0,412,46,5643,0,0,5265,0,191.549049,0,0,0,3,0,1039.457497,0,646.1803023,201857.3382,0,0,8339.743772,0,187.2299154,15,0,459.7166804,296.0751529,334.6414337,0,831,0,441,0,0,0,64,0,273.1770661,3856.154136,364.7446158,0,0,0,124215.5153,56,1694,0.535668589,284.4098673,1540,0,286.5848129,1743.334174,26005.24809,0,410,450.5898175,6033,0,0,0,0,0,0,2,0,0,27746.21904,198.6465202,0,6990.569884,0,11326,0,0,0,0,641.8642042,0,281.2497026,0,0,2114.816752,33905.77656,5020,0,0,22,1.820611092,506.1748038,0,0,0,7,3644.259253,194.1165527,208.4957587,0,0,0,1,0,378.6373128,0,0,44519,156.2651886,124.9904737,100895,0,0,0,3,0,0,0,10638.91562,0,129.6785906,0,1392,0,0,0,0,0,251.4643302,30.1072231,0,186.9928697,0,0,503.3178076,0,0,17328.88466,78.58037168,0,144,0,94,0,0,506.894306,0,0,0,969.7373805,0,216.3761008,0,272.6951648,34235.99591,62.51459781,1.4099855,0,0,38,0,2348.331962,0,34,306.9164717,5465.911189,0,516.0596888,127.685097,201,0,25,121.3822056,1797.300612,2532,156.5489159,156.8530875,295.742676,0,234,0,27,0,0,60.42323338,224,0,0,414.3028185,0,0,14,0,94,584.2665502,4211.044983,0,0,0,141.4805141
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.9440165,986.595605,2509,644,1011.790303,430,3540.123812,0,361.6539602,9,434.5192632,162.7675149,1353.763941,0,0,165,28,8654,0,0,4947,0,0,0,0,0,97,0,482.073667,0,532.1435265,251085.0861,112.8464051,0,8778.432542,0,159.0488069,39,0,310.9345442,0,792.6942473,0,212,0,654,0,171.9170733,0,29,0,1209.405234,8684.005382,0,0,0,0,89490.77062,3,2468,0,0,1973,0,0,1108.083738,27144.5285,100.2135926,194,138.5935379,4182,0,0,0,0,0,0,2,0,0,29296.23185,657.3396793,0,6667.723386,0,11591,0,0,0,0,0,0,164.3659784,0,0,2131.497701,23676.02362,1487,238.6253845,0,192,0,133.7069315,0,0,195.4205596,62,2944.170703,0,135.8486191,0,0,0,3,0,0,0,0,37542,635.6778159,2.430145459,72290,127.219873,115.2441323,0,4,0,124.0609525,301.0740614,6231.056442,0,0,0,1835,0,0,0,0,56.76636674,854.3587182,0,0,0,229.8548477,0,752.0788631,0,0,21514.6831,61.43793551,5.741623615,202,0,215,0.585380349,0,562.8244936,173.1235787,0,0,1059.064557,0,172.2720279,2.937274658,0,27438.07646,81.86266178,0,1.066351441,0,15,105.7023216,1692.786867,0,22,512.191851,7130.561629,0,485.8895556,0,95,0,36,218.2477031,2657.250203,607,84.2605846,0,200.6077874,0,175,22.02181848,36,0,0,0,329,0,0,460.1246803,0,0,3,0,30,109.1530495,2655.897417,0,158.4888102,0,194.0140311
M110-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.79663396,251.2702571,188012,1288,59294.3505,253,900547.2197,4491.90837,9212.42105,3769,129179.1046,65126.37203,586470.3907,0,0,28419,39,6164,0,0,5371,0,0,0,0,0,55,0,483.7510554,0,191.5018117,207415.4243,0,0,10061.13952,0,151.179538,96,0,0,0,906.1550553,0,300,0,681,0,0,0,187,0,381.0305483,0,385.4361968,0,0,0,154576.7094,7,1577,0,0,1277,0,145.6636821,1348.119759,23289.0631,89.47572716,101,496.7057807,9714,0,0,2.905568014,0,0,0,3,0,0,31800.78222,0,0,4005.601942,202.3735572,13281,0,0,0,0,399.0719552,0,0,0,0,2129.825345,31656.77139,8632,0,0,200,0,365.8938122,0,0,157.1166527,454,6732.197804,0,0,0,0,0,266,0,0,0,0,8566,519.2934329,0,75509,0,0,0,5,0,0,0,12175.55859,0,0,0,1488,0,1.090208035,0,0,268.6227436,2428.273602,0,0,2.407493759,153.6418357,0,706.7959415,0,324.2117588,29098.84583,176.7084122,48.74332913,149,0,753,0,0,1322.760399,128.0142975,0,0,1305.640425,0,155.0084043,0,160.0656579,87030.46067,245.5541911,0.420906405,0,0,43,0,6128.329543,0,202,0,8584.305139,122.6055518,529.2406211,0,21,191.7179731,110,0,3596.301038,112,83.65124051,162.3232725,301.3169977,0,290,0,37,0,0,342.2709026,1155,0,0,1119.462858,0,0,10,0,201,365.0089024,6775.644557,0,255.439521,0,233.0981499
M111-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.4469516,65.71433167,187024,1006,55670.02052,56,906426.1704,3902.474797,8169.078793,3305,126432.9145,57258.81775,569196.1975,0,0,23613,17,7920,0,0,5343,0,0,0,0,0,37,0,617.7519691,0,500.3215576,214337.7204,0,0,8525.82595,0,141.6398043,0,27.70960293,0,0,128.731806,0,110,303.0273809,173,0,0,0,375,0,0,0,186.1217722,0,0,0,150963.1178,3,589,0,0,755,0,0,690.9474862,28295.26507,59.66934567,572,467.5229769,6674,0,386.1453903,0,0,0,2.088504799,4,0,110.4400595,24451.99069,0,0,5838.766823,0,11097,0,0,0.896258665,0,815.7370717,0,411.4810142,0,0,1848.347384,32707.62939,8049,0,275.3530143,18,0,398.6753712,0,0,0,134,5183.608637,0,121.7948402,0,4.829461954,0,0,236.9046815,0,0,0,32214,0,0,61412,0,120.5749085,0,4,0,230.2950231,0,10202.29609,0,0,0,1882,0,0,0,84.79233735,247.7373187,2241.091996,0,227.0253312,0,122.5681785,124.9644323,1269.760768,0,149.2195094,28929.43358,60.14513213,2.724228647,36,0,381,0,0,1087.601011,0,0,102.7872236,889.5687587,0,130.3838828,0,201.8965067,70325.94508,351.4001824,0,0,0,153,129.7685573,5136.723316,0,123,275.0201045,8081.032162,0,325.5881689,0,49,0,21,762.0473661,1674.873397,1169,236.7988087,134.848576,272.0037297,0,44,9.754705364,20,0,0,0,819,0,33.79022331,681.9840553,0,0,16,0,26,512.0352707,6321.576203,0,137.5188025,67.48761927,249.8977127
