Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/24:0 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C12:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,GM3 d18:2/18:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d18:2/20:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C36:2 Results,SM d18:2/C18:0 Results,GM3 d16:1/C22:0 Results,GM3 d18:2/24:1 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/22:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,88.76529765,857,9011,463.3098927,481,634.6317418,201.6669518,200.2621871,0,426.4325403,194.3672991,1543.104923,1716.604349,0,66,0,20966.26776,34.56861273,0,0,0,8434.961142,0,0,0,0,0,0,0,1554.037073,470498.4739,0,1073.909907,5001.742456,0,0,0,0,210.3760304,0,0,782.658757,116.2157623,1110.919473,100.1778848,1054.174561,0,1226.903985,0,330,6364.745528,14502.54248,0,0,0,1579,0,0,22,244.1375614,678.0340339,4277.829205,44783.78139,0,513.6884501,0,0,0,0,0,83,0,0,0,53266.34839,1325.15494,0,1.881239988,1,0,0,3777.623649,0,13025,0,0,2.022776651,0,0,0,2,0,5807.186615,2510.636562,0,0,0,0,0,0,0,0,0,0,232.3852056,4189.807201,0,0,0,0,0,0,0,0,50794.16489,0,0,149105,467.448607,308.5239003,0,0,0.326336839,344.195086,0,0,0,267.7644877,0.18077594,0,0,155.5045718,65.51724934,330.8195554,0,188.401672,0,44.83005585,0,243.7738755,0,301.900035,27060.04747,0,1.578147619,52,0,512.6883228,360.8233131,0,5.125980332,1.889830608,92.78049071,0,100.4994853,91.79917442,188.4191518,41669.35932,0,0,1.251369385,0,27,0,0,855.3242928,11977.82247,0,179.862983,0,57,0,2661.031687,0,1437.852365,981,308.9594815,0,1.136479319,0,555.9959187,0,44,0,0,5.730576381,22,45.38119827,1377.975502,0,0,1127.170025,0,0,7.019871841,0,21,439.8355804,2958.14667,0,0,0,0,0,179.4150055,0,652.2766555
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,405.8631261,578,6677,315.071235,287,1139.065785,0,57.55682827,0,221.1741075,0,621.6724571,1044.505681,0,128,0,13122.87867,0,0,0,0,7843.479501,0,0,0,0,0,0,0,1465.104459,413433.2588,0,1325.142203,3240.173614,0,0,0,0,234.3368132,3.489209202,0,1407.439584,125.2217894,700.1243708,0,1132.706096,0,1314.805515,0,103,28927.46774,13879.13823,0,0,30,539,0,0,51,0,1046.280639,3317.024244,48213.88168,0,477.3241641,0,0,0,0,283.1609286,204,0,0.703974502,0,34982.3788,832.8024436,0,0,2,0,0,4927.436294,1.735100744,12067,0,0,0,0,0,0,170,401.7453594,5547.324873,2046.557995,345.7614031,3.151852085,0,0,0,0,0,0,0,0,0,1070.799911,0,0,0,0,0,0,0,0,41102.54989,0,0,133550,444.0436293,290.3024985,0,0,0,0,0,0,0,0,0,0,0,0,174.9884643,74.8763506,0,41.84791622,0,0,0,79.13474058,0,623.3109635,24884.65181,0,0,103,0,207.1601396,585.1593202,0,0,0,0,0,222.6756773,0,251.2068023,50173.77042,225.3287003,0.550302815,0,0,28,0,0,941.8370306,9204.43579,0,400.2847351,0,11,0,2554.668473,93.51527939,1173.497476,2826,0,0,1.3995325,0,197.8048546,0,56,0,0,0,17,0,1329.692771,0,0,578.0298899,0,1.85498254,0,0,152,320.8915987,3095.22243,0,0,0,0,0,249.7141498,0,397.0559787
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,555.8735877,1053,920,526.10739,881,1136.038925,0,0,53.89499047,200.0359373,163.511249,866.0636797,1484.616459,0,15,0,15022.05857,0,0,0,0,9989.31369,12.98810215,0,0,0,0,0,0,834.5288871,465117.3759,0,1277.267763,2742.70004,0,0,0,106.3013152,306.0052283,8.389919056,0,367.1712554,0,1136.407513,0,1130.384046,0,1431.648488,1.014489737,247,43353.52685,15156.95322,137.1796723,0,3,2612,0,0,0,0,639.6366208,4118.177968,51644.83518,0,499.5305628,0,399.8918914,0,0,566.0331231,207,0,0,0,38757.61545,1292.392029,0,0,1,0,0,6321.485059,0,11436,0,0,0,0,2.379482361,0,11,814.2308079,3981.560677,4485.859412,326.4365514,2.711375355,0,0,216.687249,7.671976612,0,0,0,0,0,2932.873248,0,0,0,0,0,0,0,0,55516.63345,0,0,33777,296.6499537,299.0080531,0,0,1.73944458,137.0778848,0,0.566254652,0,0,1.192502155,3.292813198,0,0,0,288.4416195,0,301.065689,0,155.3965321,0,0,194.5717259,310.162698,23454.51609,0,0,33,0,254.8406631,164.8576634,0,6.311915841,0,0,0,143.4261467,0,257.621989,55312.76157,121.3896213,0,0,0,103,0,0,594.6471619,10015.01555,0,252.9135972,0,0,583.1847923,2735.115014,0,1306.535999,4621,0,0,0,91.42808789,443.9976068,0,0,0,30.95471543,4.204484937,15,0,1175.225334,0,0,1411.909993,0,0,0.529490419,0,11,395.7773678,4013.992058,0,0,0,0,0,0,0,459.773979
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,158305,564,49796.17062,217,793375.5745,3764.144876,7649.349579,3081.732828,116585.8035,60239.09781,447775.3922,1688.970911,0,67,23.9028025,14378.02626,0,0,0,0,10328.91122,156.359541,0,0,0,0,0,0,1578.268191,469078.9938,0.139260506,1978.993563,6493.799549,0,0,0,60.87904242,133.5427551,0,0,761.7254368,0,1131.387565,0,1104.463794,0,100.1031713,0,254,135094.7229,686.03799,350.6338053,0,104,239,0,0,43,197.5868409,819.3085625,4308.955957,56321.69934,0,1154.346122,1.388950847,0,0,0,388.8671655,176,0,0,0,70203.01217,0,167.1481935,0,2,0,0,6463.283183,0,21194,0,0,0,0,5.043590552,142.6724688,172,842.6606817,8762.059829,24061.58273,0.788669259,0,0,0,618.0501622,0,0,0,0,0,37.59983145,6696.179776,0,0,52.00761622,0,0,65.03163078,0,0,37631.54813,0,0,55705,0,581.4164058,0,0,2.415744142,392.3640594,44.12842568,0,0.679073298,162.3442306,0,1.778777543,0,0,0,3831.690223,0.131556768,171.1217934,0,283.1922733,0,197.2920324,133.6275001,1322.31799,49451.12402,213.5565573,0,15,0,590.5186757,2709.807588,0,0,3.327208671,0,0,104.9411137,0,76.5644755,122243.0487,405.8134933,1.256477796,1.065767255,1.231561737,196,24.22708916,517.7706401,1364.861984,19149.30579,0,292.6867639,0.957436584,15,252.8517011,1912.882885,0,1130.750312,3543,298.4771349,0.371113692,0,0,805.1406387,0,39,0,0,0,127,232.5703389,2424.531825,0,95.71640217,1884.967952,0,0,0,103.5701914,110,524.9255522,7394.902219,4.508630017,0,0,0,0,437.5751092,41.7426777,611.6750319
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,518.1069231,155457,220,48469.58234,86,780045.0005,3813.524031,7990.491018,2717.389806,106137.5029,49950.69747,498779.9361,1626.284768,0,189,0,17715.28651,0,0,0,0,11088.41559,0,96.60897398,0,0,44.18473527,0,0,767.3081131,513320.9994,0,1450.275056,6126.460777,0,0,0,84.15464976,119.5915784,1.907390323,110.0021804,880.194446,157.2941979,1053.086889,0,967.544044,0,104.2791495,47.97472229,75,105982.0764,2578.563547,0,0.304603376,19,1224,0,0,116,0,812.5312678,3369.357493,52935.84686,0,262.3713568,0,457.9586351,0,0,0,532,4.169848785,1.901438398,0,55358.17767,0,0,0,2,0,0,7927.373585,0,18524,0,0,60.66652846,0,16.65211852,0,15,986.3589739,8511.129206,9370.837243,0,0,0,0,0,0,0,0,0,0,35.83222761,4011.14978,0,0,0,0,0,0,0,0,66326.59542,0,0,176010,0,393.9724721,0,0,0,261.8644577,0,0.799345694,0,0,0,0,0,0,242.5957869,259.6930606,0,0,0,374.5779144,0,358.5801541,133.0367838,736.6265388,47801.09685,0,0,287,0,910.3437171,595.0350552,0,0,0,0,0,178.2971663,0,355.9858502,148114.9628,0,0,14.21320009,0,49,0,245.0318409,939.9783958,14436.59001,0,41.55989465,0,89,0,3991.68039,93.80652922,762.8219156,5651,0,0,0,117.6139658,0,0,14,0,0,112.1377229,34,52.87145899,1252.970512,0,122.8189846,557.2180278,0,0,59.40583484,0,260,680.2221798,13673.09997,0,0,0,0,34.97713027,301.0872166,0,373.6641483
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,244.4922488,628,523,767.8844531,518,1717.472277,0,261.2384355,0,235.8571344,174.8245086,1152.325108,1481.139834,0,104,0,19177.71994,0,0,0,0,9115.722977,0,0,0,0,0,0,0,1128.550661,446933.6457,0,1090.914237,2946.374033,0,3.26252555,0,0,438.5968425,25.57064882,0,1216.174146,0,1249.589139,171.370898,750.1686359,0,1255.374876,0,127,76458.46741,10097.94255,0,0,2,1984,0,98.15513812,39,0,1098.329673,3554.070292,42485.57718,0,723.6070566,0,480.0631864,0,0,133.8772461,244,0,40.11721542,0,27064.84871,1498.302107,0,0,2,0,0,5487.987369,0,14394,0,0,1.21425298,0,0,0,25,336.4761868,5810.724457,3562.026078,448.6824374,0,3.11436574,0,0,0,0,0,0,0,0,2708.823122,0,0,0,0,0,2.091445066,0,0,64375.79976,120.3391401,0,189269,185.0987477,600.3975019,0,0,1.500759857,0,0,0,0,0,0.189280648,0,0,0,0,728.1935567,0,0,0,254.8655139,0,0,98.69644308,697.7999578,26044.50756,0,2.411481009,81,0,0,1817.978007,0,4.103325947,0,0,0,58.46372286,0,176.3745073,58996.32871,0,0,6.813596618,0,0,0,145.9381559,563.8130868,12006.5936,134.5770221,0,0,56,222.6173138,3198.564416,0,955.5869204,3687,320.9353131,0,0,0,327.579906,0,24,17.01875344,0,0,23,0,1974.118039,0,0,711.527684,0,0,0,0,23,350.0928972,5133.689727,0,0,0,0,0,191.7287918,34.38204208,329.7274922
M45-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,773.1069304,163368,1412,52936.56657,61,820801.5221,3609.897332,6598.642882,3002.576908,116770.7867,50275.13418,547143.461,31489.12377,0,44,0,13415.71125,0,0,0,0,17656.81399,0,0,0,0,0,0,0,1611.537695,414740.5555,0,1302.872892,7200.63706,0,0,0,255.3185803,0,0,0,712.8556195,0,1200.220656,0,937.5797175,0,44.40541618,0,257,131900.9499,0,0,0,34,2953,0.454143713,0,50,0,897.7480202,1644.947194,64183.01252,64.28964826,1074.975946,0,392.7694524,0,0,568.7903317,265,0,75.76970213,0,52304.39616,0,0,2.30468046,1,0,0,4224.400177,0,17372,0,0,0,0,41.29172255,0,44,863.4077591,15792.43528,27174.53352,0,0,0,0,0,0,0,0,196.786682,0,0,13165.62543,0,2.790263251,0,0,0,0,0,0,51741.4466,40.59598797,0,164432,0,295.8974881,0,118.2749303,0,0,17.45170466,0,0.743109292,0,0,0,0,0,165.9821026,2993.004687,0,431.0588254,0,628.8876003,44.60513354,446.98876,0,702.2444041,66038.62525,0,0,40,180.7703395,485.1247047,3822.928279,0,0,0,0,0,401.7325126,0,503.3437819,153898.4811,0,0,0,0,170,0,129.3908945,550.5987644,20718.61872,77.74253687,243.5593754,0,50,111.1139886,3725.057331,0,1118.378366,2465,0,0,0,0,471.9125142,0,0,4.962792976,195.3860248,12.34467616,47,63.06113713,4722.815339,18.39915061,78.5299591,1771.605972,0,0,134.2295427,0,124,727.030005,11592.04076,7.912564083,0,0,0,0,289.3404294,0,362.7313754
M46-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,71.93152487,170957,1543,54475.96253,40,852580.5027,4037.495369,5844.404362,3108.004801,114689.942,57971.91624,536120.6633,22079.27016,0,122,0,18856.32207,0,0,0,0,14910.20477,0,0,0,0,0,0,0,1524.538997,520339.7538,0,1284.464364,6658.757019,0,0,0,130.022077,318.9980913,0,0,203.9052291,0,1924.774101,0,1394.588836,0,213.8839608,0,191,132071.671,0,404.3223617,0,56,2890,0,0,196,0,633.5694746,4517.628713,42423.82463,0,847.6470483,0,258.90777,0,0,208.0114781,404,0,0,0,46135.23675,0,0,0,1,0,0,5913.45521,0,17450,0,0,0,0,0,34.99334747,47,546.1049414,5200.300739,25278.35464,0,0,0.461912094,0,579.6738079,0,0,0,0,0,0,9000.452921,1.548584389,0,0,7.861503269,0,0,0,0,51971.92425,0,0,108853,0,356.4807253,0,0,0,196.2115664,0,1.48526155,0.652791983,547.5910758,0,0,0,0,437.1585858,2385.383812,0,356.548376,0,297.9858658,0,349.5392101,0,1105.513527,40366.57752,0,0,252,0,632.6958507,1526.681453,0,0,22.09699063,2.499228192,105.3470762,189.2788679,0,331.5154828,139732.8878,403.2729217,0,0,47.56060502,212,0,310.188427,1220.376961,20467.50701,0,354.7076122,0,160,186.6649121,3242.753066,0,1468.100326,3280,247.9402778,0,0,0,431.6986489,0,7,0,0,0,4,304.4030116,4058.684313,0,0,2445.522139,0,0,0,0,43,943.7252458,12490.83367,15.8794517,0,0,0,18.38691682,386.2418037,0,459.9896464
